loan_id,farmer_id,region,land_holding_acres,prior_loan_count,prior_defaults,crop_type,season,loan_amount,interest_rate,loan_to_land_ratio,repayment_status,days_overdue
L101041,F21041,Phaltan,9.9,2,0,Wheat,Kharif,152000,9.73,15354,"Paid Late",45
L101042,F21042,Malshiras,3.5,1,0,Onion,Kharif,60500,8.9,17286,Defaulted,101
L101043,F21043,Daund,4.5,1,0,Jowar,Kharif,48000,8.65,10667,"Paid On Time",0
L101044,F21044,Indapur,4.2,0,0,Wheat,Kharif,31600,8.49,7524,"Paid On Time",0
L101045,F21045,Phaltan,1.2,6,0,Soybean,Rabi,15000,8.12,12500,"Paid Late",41
L101046,F21046,Baramati,1.7,0,0,Soybean,Rabi,24700,10.8,14529,"Paid On Time",0
L101047,F21047,Indapur,3.8,2,1,Soybean,Kharif,64300,11.92,16921,"Paid On Time",0
L101048,F21048,Phaltan,4.8,1,0,Onion,Rabi,38600,7.14,8042,Defaulted,336
L101049,F21049,Phaltan,0.9,2,0,Wheat,Kharif,15000,7.98,16667,"Paid On Time",0
L101050,F21050,Baramati,10.2,2,0,Jowar,Rabi,134800,11.82,13216,"Paid Late",55
L101051,F21051,Daund,5,3,1,Sugarcane,Kharif,68000,8.71,13600,Defaulted,236
L101052,F21052,Indapur,3.7,2,1,Jowar,Rabi,35300,8.94,9541,"Paid Late",38
L101053,F21053,Daund,4.9,1,0,Soybean,Rabi,44400,10.31,9061,"Paid On Time",0
L101054,F21054,Malshiras,2.6,1,0,Wheat,Rabi,41300,8.76,15885,Defaulted,304
L101055,F21055,Baramati,4.1,3,0,Sugarcane,Kharif,59500,9.46,14512,"Paid On Time",0
L101056,F21056,Malshiras,4.5,2,0,Jowar,Kharif,59000,11.5,13111,"Paid On Time",0
L101057,F21057,Daund,7.5,1,0,Wheat,Rabi,122800,9.82,16373,"Paid On Time",0
L101058,F21058,Phaltan,3.3,2,0,Soybean,Kharif,23300,10.33,7061,Defaulted,96
L101059,F21059,Daund,1.4,1,0,Cotton,Kharif,15100,8.09,10786,Defaulted,219
L101060,F21060,Indapur,2.1,2,0,Cotton,Kharif,32100,8.31,15286,"Paid On Time",0
L101061,F21061,Phaltan,3.1,1,0,Cotton,Kharif,44900,11.46,14484,Defaulted,154
L101062,F21062,Phaltan,1.5,1,0,Sugarcane,Kharif,19100,11.59,12733,"Paid On Time",0
L101063,F21063,Baramati,1.9,2,0,Soybean,Kharif,22200,11.03,11684,"Paid On Time",0
L101064,F21064,Phaltan,2.1,2,0,Soybean,Rabi,20100,7.61,9571,"Paid On Time",0
L101065,F21065,Phaltan,3,1,0,Soybean,Kharif,37100,11.09,12367,"Paid Late",52
L101066,F21066,Indapur,5,2,0,Wheat,Kharif,70800,7.1,14160,"Paid On Time",0
L101067,F21067,Malshiras,2.9,1,0,Soybean,Kharif,26000,9.98,8966,"Paid On Time",0
L101068,F21068,Phaltan,5.2,0,0,Sugarcane,Rabi,95200,10.38,18308,"Paid On Time",0
L101069,F21069,Indapur,3.7,0,0,Jowar,Rabi,40700,9.13,11000,"Paid On Time",0
L101070,F21070,Baramati,2,4,0,Soybean,Rabi,25500,9.4,12750,"Paid On Time",0
L101071,F21071,Phaltan,4.6,1,0,Wheat,Rabi,79100,10.71,17196,Defaulted,238
L101072,F21072,Indapur,4.1,3,0,Onion,Rabi,62800,11.47,15317,Defaulted,190
L101073,F21073,Phaltan,5.3,1,0,Jowar,Kharif,72800,7.95,13736,"Paid On Time",0
L101074,F21074,Daund,6,0,0,Soybean,Rabi,74200,7.69,12367,"Paid On Time",0
L101075,F21075,Daund,7.7,2,0,Soybean,Kharif,112800,10.15,14649,"Paid On Time",0
L101076,F21076,Baramati,5.1,1,0,Jowar,Rabi,62500,8.15,12255,Defaulted,192
L101077,F21077,Phaltan,4.1,2,0,Jowar,Kharif,70900,7.97,17293,Defaulted,178
L101078,F21078,Baramati,5.3,1,0,Sugarcane,Rabi,79000,8.02,14906,Defaulted,383
L101079,F21079,Daund,2.7,0,0,Wheat,Kharif,35400,7.98,13111,"Paid On Time",0
L101080,F21080,Malshiras,2.6,0,0,Jowar,Kharif,32400,9.39,12462,"Paid On Time",0
L101081,F21081,Malshiras,8.3,2,0,Jowar,Rabi,80300,11.82,9675,"Paid On Time",0
L101082,F21082,Malshiras,2.6,2,1,Sugarcane,Kharif,18500,11.14,7115,"Paid On Time",0
L101083,F21083,Malshiras,2.1,0,0,Soybean,Kharif,30800,9.72,14667,"Paid On Time",0
L101084,F21084,Daund,5.1,1,0,Soybean,Rabi,83400,7.41,16353,"Paid Late",27
L101085,F21085,Indapur,2.8,2,1,Cotton,Rabi,34100,10.36,12179,"Paid Late",39
L101086,F21086,Malshiras,5.9,2,0,Wheat,Rabi,54700,9.26,9271,"Paid On Time",0
L101087,F21087,Malshiras,7.3,0,0,Soybean,Kharif,89300,10.89,12233,"Paid On Time",0
L101088,F21088,Malshiras,2.3,1,0,Cotton,Kharif,38700,9.47,16826,"Paid Late",39
L101089,F21089,Phaltan,5.5,1,0,Cotton,Kharif,42400,10.34,7709,"Paid On Time",0
L101090,F21090,Baramati,2.5,1,0,Jowar,Rabi,28500,8,11400,"Paid Late",54
L101091,F21091,Daund,3.2,0,0,Jowar,Rabi,46900,11.17,14656,"Paid On Time",0
L101092,F21092,Daund,4.4,3,0,Jowar,Kharif,58400,10.9,13273,"Paid On Time",0
L101093,F21093,Malshiras,2.6,1,0,Onion,Kharif,35700,8.87,13731,"Paid On Time",0
L101094,F21094,Indapur,4.2,2,0,Onion,Kharif,65300,11.82,15548,"Paid On Time",0
L101095,F21095,Indapur,3.3,2,0,Soybean,Kharif,26400,7.8,8000,"Paid On Time",0
L101096,F21096,Baramati,6,2,1,Sugarcane,Kharif,54600,7.1,9100,"Paid On Time",0
L101097,F21097,Malshiras,6,1,0,Jowar,Kharif,62900,10.82,10483,"Paid On Time",0
L101098,F21098,Phaltan,2.6,3,2,Wheat,Kharif,33400,10,12846,"Paid On Time",0
L101099,F21099,Baramati,4.5,2,1,Soybean,Kharif,63800,7.55,14178,Defaulted,235
L101100,F21100,Daund,6.6,0,0,Onion,Kharif,82900,7.8,12561,"Paid Late",42
L101101,F21101,Daund,1.9,1,0,Cotton,Kharif,27700,7.65,14579,"Paid On Time",0
L101102,F21102,Daund,3.3,0,0,Onion,Rabi,42900,7.83,13000,"Paid On Time",0
L101103,F21103,Malshiras,4.4,0,0,Wheat,Kharif,52300,9.31,11886,"Paid On Time",0
L101104,F21104,Baramati,1.9,3,1,Sugarcane,Kharif,19100,7.25,10053,"Paid On Time",0
L101105,F21105,Indapur,2.8,1,0,Jowar,Kharif,39100,9.6,13964,"Paid Late",22
L101106,F21106,Baramati,9.3,2,1,Jowar,Kharif,120900,10.03,13000,Defaulted,348
L101107,F21107,Indapur,2.6,1,0,Wheat,Kharif,37500,10.64,14423,Defaulted,345
L101108,F21108,Malshiras,2.7,1,0,Wheat,Kharif,28100,11.73,10407,Defaulted,364
L101109,F21109,Malshiras,5.1,4,0,Cotton,Kharif,48000,7.41,9412,Defaulted,370
L101110,F21110,Baramati,1.7,2,0,Cotton,Rabi,17800,7.18,10471,"Paid On Time",0
L101111,F21111,Phaltan,3.4,0,0,Sugarcane,Rabi,54400,7.7,16000,"Paid Late",27
L101112,F21112,Indapur,2.1,1,1,Sugarcane,Kharif,32000,8.69,15238,Defaulted,298
L101113,F21113,Baramati,4.2,4,1,Cotton,Kharif,63700,9.63,15167,Defaulted,118
L101114,F21114,Indapur,0.6,1,0,Soybean,Rabi,15000,7.02,25000,"Paid On Time",0
L101115,F21115,Baramati,3.8,0,0,Sugarcane,Kharif,50400,10.46,13263,"Paid On Time",0
L101116,F21116,Daund,4.5,0,0,Soybean,Rabi,58200,11.78,12933,Defaulted,302
L101117,F21117,Malshiras,2.9,1,0,Cotton,Rabi,29800,8.25,10276,"Paid On Time",0
L101118,F21118,Daund,3,1,0,Cotton,Kharif,47300,7.04,15767,Defaulted,399
L101119,F21119,Phaltan,2.7,0,0,Onion,Kharif,48100,10.77,17815,"Paid Late",11
L101120,F21120,Daund,3.4,1,0,Onion,Kharif,55700,10.85,16382,"Paid On Time",0
L101121,F21121,Baramati,8.4,4,1,Jowar,Rabi,67600,7.22,8048,"Paid On Time",0
L101122,F21122,Baramati,6.1,4,1,Sugarcane,Kharif,57700,10.09,9459,"Paid On Time",0
L101123,F21123,Indapur,3.3,1,0,Wheat,Rabi,35700,8.21,10818,"Paid Late",34
L101124,F21124,Indapur,2.8,3,0,Sugarcane,Kharif,49100,10.16,17536,Defaulted,245
L101125,F21125,Malshiras,5.8,1,0,Soybean,Rabi,81400,10.63,14034,Defaulted,168
L101126,F21126,Malshiras,4,3,0,Jowar,Rabi,32500,8.11,8125,"Paid On Time",0
L101127,F21127,Malshiras,1.8,1,0,Soybean,Kharif,25800,8.3,14333,"Paid On Time",0
L101128,F21128,Phaltan,3.1,2,1,Onion,Kharif,22300,10.06,7194,Defaulted,361
L101129,F21129,Daund,7.8,0,0,Wheat,Kharif,63800,9.91,8179,"Paid Late",49
L101130,F21130,Phaltan,4.9,2,0,Cotton,Rabi,53600,11.43,10939,"Paid On Time",0
L101131,F21131,Daund,2.8,4,0,Sugarcane,Rabi,31100,9.55,11107,"Paid On Time",0
L101132,F21132,Phaltan,1.4,5,0,Jowar,Kharif,16000,11,11429,"Paid Late",15
L101133,F21133,Phaltan,4.2,2,1,Soybean,Rabi,43300,10.66,10310,"Paid On Time",0
L101134,F21134,Phaltan,3.7,5,3,Sugarcane,Kharif,36400,10.33,9838,"Paid On Time",0
L101135,F21135,Phaltan,3.3,1,0,Sugarcane,Kharif,35300,7.96,10697,"Paid Late",5
L101136,F21136,Baramati,5.8,0,0,Onion,Rabi,87600,8.38,15103,Defaulted,197
L101137,F21137,Phaltan,5,3,1,Cotton,Kharif,54500,9.83,10900,"Paid On Time",0
L101138,F21138,Indapur,1.4,3,0,Onion,Rabi,24000,7.33,17143,"Paid On Time",0
L101139,F21139,Phaltan,3.7,3,0,Wheat,Kharif,51600,7.23,13946,"Paid On Time",0
L101140,F21140,Daund,1.6,1,1,Cotton,Rabi,18400,7.25,11500,Defaulted,254
L101141,F21141,Malshiras,2.7,1,1,Soybean,Kharif,50200,11.61,18593,"Paid On Time",0
L101142,F21142,Indapur,1.5,2,1,Jowar,Kharif,16100,10.44,10733,"Paid On Time",0
L101143,F21143,Malshiras,1.6,1,0,Soybean,Kharif,19600,11.18,12250,"Paid Late",21
L101144,F21144,Malshiras,4.5,0,0,Sugarcane,Rabi,53800,11.82,11956,"Paid On Time",0
L101145,F21145,Indapur,4.2,1,0,Cotton,Kharif,56000,10.5,13333,"Paid Late",15
L101146,F21146,Daund,3.5,0,0,Jowar,Kharif,37900,9.58,10829,"Paid Late",45
L101147,F21147,Daund,2.5,2,1,Wheat,Kharif,30700,9.4,12280,Defaulted,295
L101148,F21148,Phaltan,1.5,2,0,Soybean,Kharif,15400,10.73,10267,"Paid Late",58
L101149,F21149,Phaltan,2.7,0,0,Cotton,Rabi,30500,11.34,11296,"Paid On Time",0
L101150,F21150,Malshiras,4.2,2,0,Soybean,Rabi,68000,11.15,16190,"Paid On Time",0
L101151,F21151,Indapur,4.2,4,0,Jowar,Rabi,63100,9.46,15024,"Paid On Time",0
L101152,F21152,Daund,7.7,3,0,Sugarcane,Kharif,89400,10.87,11610,"Paid On Time",0
L101153,F21153,Daund,7.1,2,0,Onion,Kharif,47900,9.38,6746,Defaulted,278
L101154,F21154,Malshiras,3.6,4,1,Jowar,Kharif,62200,8.92,17278,Defaulted,163
L101155,F21155,Indapur,2.7,3,0,Cotton,Kharif,32100,8.49,11889,"Paid Late",53
L101156,F21156,Daund,2.2,0,0,Jowar,Rabi,25800,7.27,11727,"Paid Late",45
L101157,F21157,Baramati,1.3,4,0,Wheat,Kharif,15400,8.01,11846,"Paid On Time",0
L101158,F21158,Malshiras,1.7,0,0,Wheat,Rabi,16400,10.65,9647,"Paid On Time",0
L101159,F21159,Indapur,4.2,1,0,Sugarcane,Kharif,39600,7.86,9429,Defaulted,374
L101160,F21160,Indapur,5.2,3,0,Onion,Rabi,91500,11.51,17596,"Paid Late",20
L101161,F21161,Daund,3,2,0,Soybean,Rabi,54700,7.39,18233,"Paid On Time",0
L101162,F21162,Daund,12.7,3,0,Jowar,Rabi,112600,7.26,8866,Defaulted,257
L101163,F21163,Malshiras,1.7,3,1,Cotton,Rabi,21800,9.41,12824,"Paid Late",50
L101164,F21164,Daund,1.3,1,0,Cotton,Kharif,15500,8.11,11923,"Paid On Time",0
L101165,F21165,Daund,12.5,3,0,Onion,Rabi,192800,7.51,15424,"Paid On Time",0
L101166,F21166,Baramati,1.4,1,0,Soybean,Kharif,18200,7.3,13000,"Paid On Time",0
L101167,F21167,Baramati,3,0,0,Sugarcane,Kharif,25600,9.64,8533,"Paid On Time",0
L101168,F21168,Indapur,2.3,2,0,Jowar,Kharif,33000,8.3,14348,"Paid On Time",0
L101169,F21169,Malshiras,4.4,1,0,Cotton,Kharif,49100,9.78,11159,"Paid Late",24
L101170,F21170,Malshiras,2.8,0,0,Jowar,Rabi,30300,7.74,10821,"Paid On Time",0
L101171,F21171,Phaltan,5.2,1,0,Onion,Kharif,71700,7.12,13788,"Paid Late",59
L101172,F21172,Phaltan,5.9,0,0,Sugarcane,Kharif,45600,7.14,7729,Defaulted,120
L101173,F21173,Indapur,1.3,1,0,Wheat,Kharif,19000,7.56,14615,Defaulted,380
L101174,F21174,Baramati,2.1,0,0,Onion,Rabi,25900,10.98,12333,"Paid On Time",0
L101175,F21175,Baramati,5.5,1,0,Onion,Rabi,77100,9.24,14018,"Paid On Time",0
L101176,F21176,Indapur,6.6,2,0,Soybean,Rabi,92300,10.12,13985,Defaulted,164
L101177,F21177,Indapur,4,1,0,Wheat,Rabi,30800,11.37,7700,"Paid On Time",0
L101178,F21178,Baramati,4.6,1,0,Wheat,Kharif,43300,8.06,9413,"Paid On Time",0
L101179,F21179,Indapur,8,3,0,Cotton,Kharif,59300,11.36,7412,"Paid On Time",0
L101180,F21180,Baramati,2.9,0,0,Wheat,Kharif,39100,10.73,13483,Defaulted,284
L101181,F21181,Phaltan,3.9,1,0,Cotton,Rabi,67300,10.65,17256,"Paid On Time",0
L101182,F21182,Malshiras,7.1,3,0,Cotton,Rabi,85400,11.35,12028,Defaulted,183
L101183,F21183,Phaltan,7.4,1,0,Soybean,Kharif,115200,7.63,15568,Defaulted,358
L101184,F21184,Daund,3.4,4,0,Jowar,Kharif,34600,9.7,10176,Defaulted,129
L101185,F21185,Daund,2.2,1,1,Cotton,Rabi,26800,9.42,12182,Defaulted,246
L101186,F21186,Indapur,3.3,2,0,Cotton,Rabi,35400,10.32,10727,"Paid Late",55
L101187,F21187,Baramati,3.5,1,0,Sugarcane,Rabi,46900,8.19,13400,Defaulted,232
L101188,F21188,Daund,2.1,1,0,Sugarcane,Kharif,17700,7.64,8429,"Paid On Time",0
L101189,F21189,Daund,2.3,2,0,Onion,Kharif,40200,11.87,17478,Defaulted,304
L101190,F21190,Baramati,7.4,3,1,Soybean,Kharif,89300,9.33,12068,"Paid On Time",0
L101191,F21191,Daund,4.8,2,1,Sugarcane,Kharif,51900,8.16,10812,"Paid On Time",0
L101192,F21192,Indapur,3,1,0,Onion,Rabi,41700,7.64,13900,"Paid On Time",0
L101193,F21193,Baramati,1.8,1,0,Sugarcane,Kharif,29500,9.97,16389,Defaulted,101
L101194,F21194,Phaltan,2.3,2,1,Soybean,Kharif,30400,7.74,13217,"Paid On Time",0
L101195,F21195,Daund,1.2,0,0,Jowar,Rabi,15000,7.92,12500,"Paid On Time",0
L101196,F21196,Phaltan,4,1,0,Jowar,Kharif,32200,11.76,8050,"Paid On Time",0
L101197,F21197,Phaltan,2.3,3,1,Sugarcane,Kharif,30500,7.15,13261,Defaulted,289
L101198,F21198,Malshiras,4.2,0,0,Wheat,Rabi,46500,7.93,11071,"Paid On Time",0
L101199,F21199,Malshiras,5.4,2,0,Wheat,Kharif,58300,10.36,10796,"Paid On Time",0
L101200,F21200,Phaltan,4.3,0,0,Wheat,Rabi,48200,8.08,11209,"Paid Late",30
L101201,F21201,Malshiras,2.8,0,0,Cotton,Kharif,26300,7.91,9393,Defaulted,228
L101202,F21202,Daund,2,1,1,Jowar,Rabi,19000,9.78,9500,Defaulted,275
L101203,F21203,Malshiras,1.6,1,0,Soybean,Kharif,18200,10.48,11375,"Paid On Time",0
L101204,F21204,Phaltan,6.9,6,0,Wheat,Kharif,89200,9.15,12928,"Paid On Time",0
L101205,F21205,Phaltan,4.2,1,1,Onion,Rabi,67900,10.91,16167,"Paid On Time",0
L101206,F21206,Malshiras,2.9,1,0,Jowar,Rabi,27000,11.08,9310,"Paid On Time",0
L101207,F21207,Daund,5,0,0,Jowar,Kharif,52600,10.12,10520,"Paid On Time",0
L101208,F21208,Phaltan,6.3,1,1,Cotton,Kharif,101500,9.89,16111,"Paid On Time",0
L101209,F21209,Indapur,2.3,0,0,Sugarcane,Kharif,30500,11.08,13261,"Paid On Time",0
L101210,F21210,Malshiras,4.1,0,0,Soybean,Kharif,43800,7.08,10683,Defaulted,294
L101211,F21211,Phaltan,4.1,1,0,Sugarcane,Kharif,65500,9.55,15976,"Paid Late",47
L101212,F21212,Phaltan,7.8,0,0,Wheat,Kharif,118500,7.64,15192,Defaulted,345
L101213,F21213,Daund,2.8,0,0,Wheat,Rabi,32600,8.11,11643,"Paid On Time",0
L101214,F21214,Malshiras,2,1,0,Soybean,Rabi,16800,11.74,8400,"Paid On Time",0
L101215,F21215,Baramati,4.3,0,0,Sugarcane,Rabi,61200,7.02,14233,"Paid On Time",0
L101216,F21216,Baramati,5.3,2,0,Jowar,Kharif,58700,8.54,11075,"Paid Late",59
L101217,F21217,Daund,3.9,1,0,Wheat,Kharif,40100,7.77,10282,"Paid On Time",0
L101218,F21218,Phaltan,8.1,1,0,Soybean,Rabi,79600,9.85,9827,"Paid On Time",0
L101219,F21219,Malshiras,2.8,3,0,Soybean,Kharif,25100,11.22,8964,Defaulted,334
L101220,F21220,Daund,3.9,3,0,Sugarcane,Kharif,39800,8.95,10205,Defaulted,135
L101221,F21221,Phaltan,1.4,4,1,Wheat,Rabi,19900,11.19,14214,"Paid Late",37
L101222,F21222,Daund,1.9,3,0,Sugarcane,Rabi,31300,9.2,16474,"Paid On Time",0
L101223,F21223,Malshiras,2.3,0,0,Soybean,Kharif,26300,11.55,11435,Defaulted,243
L101224,F21224,Phaltan,3.1,0,0,Sugarcane,Kharif,30100,11.23,9710,"Paid On Time",0
L101225,F21225,Daund,1.5,2,1,Cotton,Kharif,16100,7.89,10733,Defaulted,218
L101226,F21226,Malshiras,5,2,1,Cotton,Rabi,76500,11.43,15300,"Paid On Time",0
L101227,F21227,Baramati,2.2,0,0,Sugarcane,Kharif,22200,7.96,10091,Defaulted,374
L101228,F21228,Malshiras,11.3,1,0,Jowar,Rabi,183300,9.45,16221,"Paid Late",30
L101229,F21229,Baramati,2.2,0,0,Jowar,Kharif,23100,7.98,10500,"Paid On Time",0
L101230,F21230,Indapur,3.7,3,0,Sugarcane,Kharif,40800,8.93,11027,"Paid On Time",0
L101231,F21231,Malshiras,3.4,0,0,Sugarcane,Rabi,34700,11.93,10206,"Paid On Time",0
L101232,F21232,Phaltan,1.8,0,0,Jowar,Rabi,30400,10.83,16889,"Paid On Time",0
L101233,F21233,Malshiras,3.1,0,0,Sugarcane,Rabi,51400,9.77,16581,Defaulted,371
L101234,F21234,Phaltan,3.1,0,0,Soybean,Kharif,30600,11.68,9871,"Paid Late",15
L101235,F21235,Phaltan,5.9,1,0,Sugarcane,Kharif,64300,8.8,10898,Defaulted,335
L101236,F21236,Indapur,4.4,1,0,Wheat,Rabi,54900,7.87,12477,"Paid On Time",0
L101237,F21237,Baramati,4.9,0,0,Onion,Rabi,63700,11.14,13000,"Paid On Time",0
L101238,F21238,Baramati,5.8,0,0,Sugarcane,Rabi,81200,7.06,14000,"Paid On Time",0
L101239,F21239,Indapur,5,3,1,Onion,Kharif,55600,11.02,11120,Defaulted,373
L101240,F21240,Baramati,4.1,2,0,Jowar,Rabi,77800,7.11,18976,"Paid On Time",0
L101241,F21241,Daund,2.3,0,0,Onion,Kharif,24800,8.42,10783,"Paid Late",7
L101242,F21242,Phaltan,3.9,0,0,Jowar,Kharif,32100,8.78,8231,"Paid Late",22
L101243,F21243,Malshiras,2,0,0,Jowar,Kharif,19600,8.59,9800,"Paid On Time",0
L101244,F21244,Daund,3.3,2,0,Wheat,Kharif,33100,8.22,10030,"Paid On Time",0
L101245,F21245,Malshiras,3,2,0,Jowar,Kharif,32800,7.54,10933,"Paid On Time",0
L101246,F21246,Malshiras,3.1,0,0,Sugarcane,Kharif,34900,7.02,11258,"Paid On Time",0
L101247,F21247,Malshiras,1.5,1,0,Wheat,Rabi,19700,10.87,13133,"Paid On Time",0
L101248,F21248,Daund,0.6,1,0,Wheat,Rabi,15000,9.28,25000,"Paid Late",24
L101249,F21249,Indapur,2.7,3,0,Sugarcane,Kharif,48000,7.81,17778,Defaulted,169
L101250,F21250,Malshiras,6.6,1,0,Cotton,Rabi,99900,7.41,15136,"Paid On Time",0
L101251,F21251,Indapur,3.7,3,0,Cotton,Kharif,41100,8.39,11108,Defaulted,170
L101252,F21252,Daund,6.3,2,0,Soybean,Kharif,90500,8.77,14365,"Paid On Time",0
L101253,F21253,Baramati,2,1,0,Sugarcane,Rabi,23100,9.31,11550,"Paid On Time",0
L101254,F21254,Phaltan,2.6,3,1,Cotton,Kharif,34100,7.51,13115,Defaulted,190
L101255,F21255,Phaltan,11.7,0,0,Cotton,Kharif,122600,11.9,10479,"Paid Late",23
L101256,F21256,Baramati,2.1,1,0,Wheat,Rabi,27500,8.34,13095,"Paid Late",26
L101257,F21257,Indapur,4.9,1,0,Sugarcane,Kharif,57700,9.21,11776,"Paid Late",42
L101258,F21258,Daund,4.9,1,0,Cotton,Kharif,56500,10.55,11531,"Paid Late",40
L101259,F21259,Daund,4.5,0,0,Cotton,Rabi,45600,8.55,10133,"Paid On Time",0
L101260,F21260,Malshiras,4.9,1,0,Soybean,Rabi,56300,7.41,11490,"Paid On Time",0
L101261,F21261,Indapur,2.1,0,0,Sugarcane,Kharif,26400,8.88,12571,"Paid Late",7
L101262,F21262,Malshiras,2.8,1,0,Onion,Rabi,28700,9.76,10250,"Paid On Time",0
L101263,F21263,Daund,0.7,1,0,Cotton,Kharif,15000,11.21,21429,Defaulted,356
L101264,F21264,Malshiras,8,2,0,Cotton,Kharif,132600,8.84,16575,"Paid On Time",0
L101265,F21265,Indapur,4.9,0,0,Soybean,Kharif,70100,11.45,14306,"Paid Late",16
L101266,F21266,Baramati,2.3,0,0,Jowar,Kharif,23000,9.73,10000,"Paid On Time",0
L101267,F21267,Baramati,2,2,0,Soybean,Rabi,26900,10.59,13450,"Paid On Time",0
L101268,F21268,Indapur,6.7,0,0,Cotton,Rabi,56800,7.15,8478,"Paid On Time",0
L101269,F21269,Malshiras,2.2,1,0,Soybean,Kharif,27300,11.48,12409,"Paid On Time",0
L101270,F21270,Baramati,2.3,1,0,Soybean,Kharif,25700,8.07,11174,"Paid Late",56
L101271,F21271,Indapur,1.8,0,0,Soybean,Kharif,18100,8.63,10056,"Paid Late",59
L101272,F21272,Baramati,5.4,1,1,Onion,Rabi,104100,9.62,19278,Defaulted,142
L101273,F21273,Malshiras,6.3,0,0,Onion,Kharif,62000,11.8,9841,"Paid On Time",0
L101274,F21274,Phaltan,3,1,0,Soybean,Rabi,38100,8.73,12700,"Paid On Time",0
L101275,F21275,Phaltan,6.3,0,0,Sugarcane,Kharif,94000,8.1,14921,Defaulted,272
L101276,F21276,Phaltan,4.3,2,0,Soybean,Kharif,35300,11.8,8209,"Paid On Time",0
L101277,F21277,Phaltan,1.7,1,0,Onion,Rabi,31400,11.04,18471,"Paid Late",18
L101278,F21278,Phaltan,7.6,3,0,Onion,Rabi,69400,10.32,9132,"Paid On Time",0
L101279,F21279,Baramati,1.8,2,0,Cotton,Kharif,23900,9.05,13278,Defaulted,248
L101280,F21280,Malshiras,3.2,2,0,Sugarcane,Kharif,48200,9.1,15062,"Paid On Time",0
L101281,F21281,Phaltan,3,4,0,Sugarcane,Rabi,33900,11.75,11300,"Paid On Time",0
L101282,F21282,Phaltan,2.7,5,1,Jowar,Rabi,32100,7.34,11889,Defaulted,283
L101283,F21283,Indapur,1,1,1,Soybean,Rabi,15000,10.79,15000,"Paid On Time",0
L101284,F21284,Malshiras,10.3,0,0,Cotton,Rabi,150300,10.01,14592,"Paid On Time",0
L101285,F21285,Indapur,1.1,1,0,Cotton,Rabi,15000,11.84,13636,"Paid On Time",0
L101286,F21286,Baramati,7.9,1,0,Cotton,Kharif,119600,9.79,15139,Defaulted,161
L101287,F21287,Malshiras,2,0,0,Jowar,Kharif,26000,8.4,13000,"Paid Late",34
L101288,F21288,Indapur,2.4,0,0,Soybean,Kharif,21800,10.9,9083,"Paid On Time",0
L101289,F21289,Baramati,7.5,1,1,Cotton,Rabi,102100,11.93,13613,Defaulted,398
L101290,F21290,Phaltan,4.6,1,0,Wheat,Kharif,53900,11.54,11717,Defaulted,214
L101291,F21291,Indapur,1.4,1,0,Wheat,Kharif,15200,8.47,10857,"Paid On Time",0
L101292,F21292,Malshiras,1.4,2,0,Wheat,Rabi,16700,8.73,11929,"Paid Late",26
L101293,F21293,Daund,4.2,1,0,Jowar,Kharif,27100,10.77,6452,"Paid On Time",0
L101294,F21294,Baramati,1.8,0,0,Sugarcane,Rabi,24300,9.99,13500,"Paid Late",25
L101295,F21295,Malshiras,4.7,4,0,Sugarcane,Kharif,43300,7.06,9213,"Paid On Time",0
L101296,F21296,Daund,5,1,0,Sugarcane,Rabi,76300,7.71,15260,"Paid On Time",0
L101297,F21297,Indapur,2.1,0,0,Wheat,Rabi,23700,7.43,11286,"Paid On Time",0
L101298,F21298,Phaltan,2.5,0,0,Onion,Kharif,22000,7.89,8800,Defaulted,348
L101299,F21299,Daund,4.3,1,0,Cotton,Kharif,51000,8.52,11860,"Paid On Time",0
L101300,F21300,Baramati,2.1,0,0,Jowar,Kharif,19800,11.84,9429,Defaulted,295
L101301,F21301,Phaltan,3.7,1,0,Wheat,Rabi,49500,10.38,13378,"Paid Late",57
L101302,F21302,Daund,12.2,1,0,Onion,Rabi,137600,7.27,11279,Defaulted,342
L101303,F21303,Phaltan,4.4,3,0,Soybean,Kharif,65200,10.04,14818,"Paid On Time",0
L101304,F21304,Malshiras,2.8,2,0,Sugarcane,Kharif,28600,9.18,10214,"Paid On Time",0
L101305,F21305,Phaltan,10.9,1,0,Jowar,Rabi,99400,10.77,9119,"Paid On Time",0
L101306,F21306,Phaltan,5.7,0,0,Jowar,Kharif,41400,11.42,7263,"Paid Late",35
L101307,F21307,Indapur,1.8,1,0,Wheat,Rabi,16400,7.33,9111,"Paid On Time",0
L101308,F21308,Indapur,2,2,1,Jowar,Kharif,25100,11.9,12550,"Paid On Time",0
L101309,F21309,Daund,1.1,0,0,Cotton,Kharif,15000,7.29,13636,"Paid On Time",0
L101310,F21310,Malshiras,4.2,3,0,Wheat,Kharif,64400,10.66,15333,"Paid On Time",0
L101311,F21311,Daund,0.9,2,1,Cotton,Kharif,15000,11.52,16667,Defaulted,169
L101312,F21312,Indapur,10.9,3,0,Soybean,Rabi,133200,10.76,12220,"Paid On Time",0
L101313,F21313,Phaltan,3,1,0,Cotton,Rabi,33400,7.75,11133,"Paid On Time",0
L101314,F21314,Malshiras,5.9,1,0,Sugarcane,Rabi,71900,8.04,12186,"Paid On Time",0
L101315,F21315,Malshiras,2.8,0,0,Sugarcane,Rabi,38100,7.21,13607,"Paid On Time",0
